SampleName	100001101-Pre	100001106-Pre	100001107-Pre	100001109-Pre	100001115-Pre	100005101-Pre	100001104-Pre	100001105-Pre	100001110-Pre	100001113-Pre	100001114-Pre	100001116-Pre	100004103-Pre	100005103-Pre	100004102-Pre	100006101-Pre	100001103-Pre	100001111-Pre	100001101-Post	100001106-Post	100001107-Post	100001109-Post	100001115-Post	100005101-Post	100001104-Post	100001105-Post	100001110-Post	100001113-Post	100001114-Post	100001116-Post	100004103-Post	100005103-Post	100004102-Post	100006101-Post	100001103-Post	100001111-Post	100001112-Post	100001102-Post
Patient	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001112	100001102
Timepoint	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post
Response	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PR	PD
MSH2	78.16	47.49	69.53	86.08	80.29	148.74	78.64	28.13	132.3	94.02	74.1	110.25	83.16	73.67	65.22	92.67	97.18	104.5	109.09	83.09	72.78	117.41	62.17	140.24	82.62	147.6	116.18	73.04	148.06	46.33	47.19	61.66	75.38	58.12	51.31	115.32	55.49	80.13
MSH6	61.18	55.4	85.58	96.12	65.5	125.35	43.89	56.25	85.1	88.67	40.42	83.92	99.79	78.5	74.32	87.83	118.26	76.87	113.99	62.31	84.32	80.9	73.09	144.25	77.69	83.08	85.27	45.91	117.41	50.97	33.03	54.81	67.19	92.11	72.92	94.78	55.49	57.59
MTOR	205.48	102.88	165.81	120.51	139.45	113.19	167.33	438.76	229.01	97.92	138.1	158.8	129.27	158.21	136.5	174.06	117.09	168.75	230.77	148.86	161.54	153.91	139.46	132.23	187.43	126.09	241.95	129.38	83.98	171.43	160.45	121.62	149.12	137.07	140.44	146.91	127.86	162.77
MX1	290.35	189.94	581.66	146.34	1451.55	482.69	181.96	56.25	2204.21	272.82	127.99	114.37	21.17	250	1175.43	470.6	559.69	693.63	116.08	231.95	572.5	374.91	247	322.55	566	75.26	1967.61	281.72	42.59	171.43	231.24	369.99	914.39	723.75	729.2	571.85	139.92	818.84
MYC	422.97	110.8	226.65	430.4	500.75	276.89	275.23	140.63	331.91	198.77	181.88	162.09	1198.25	253.62	301.82	359.4	165.1	757.89	612.58	100.4	197.93	429.67	205.84	254.43	212.09	459.4	173.74	179.47	641.98	115.83	188.77	364.85	291.69	235.77	499.64	271.71	205.06	205.34
MYCT1	3.18	15.83	16.05	10.04	4.23	2.81	16.46	11.25	1.93	16.56	60.63	21.39	6.8	19.32	13.65	9.67	7.03	6.61	3.5	20.77	10.65	11.84	18.48	4.01	13.56	3.91	2.13	31.3	2.39	60.23	14.16	13.7	19.66	25.22	35.11	15.8	12.06	30.05
MYD88	107.87	213.68	205.92	169.29	185.93	129.09	186.53	551.26	175.63	194.87	141.47	124.24	93.74	163.04	257.84	187.76	175.64	241.42	122.38	308.11	181.07	205.21	192.39	144.25	286.08	109.48	290.98	252.5	76.02	208.5	113.26	301.47	299.88	256.6	359.2	279.6	176.11	313.01
NBN	81.69	118.71	110.98	107.6	126.77	223.57	94.18	95.63	78.53	126.66	84.21	104.49	75.6	90.58	95.55	116.04	78.45	94.29	113.99	96.93	97.63	118.89	80.65	138.24	87.55	134.89	111.92	89.73	124.97	111.2	80.23	113.05	101.6	84.44	64.82	115.32	60.31	105.17
NCAM1	56.59	7.91	13.37	37.3	8.45	14.03	18.29	106.88	2.71	240.18	30.31	27.97	11.34	12.08	43.98	4.03	29.27	22.82	86.71	34.62	19.53	20.23	21.84	10.02	34.53	30.3	8.53	48	93.53	46.33	28.32	10.28	26.22	17.55	27.01	28.43	31.36	22.54
NCR1	1.77	39.57	6.69	5.74	10.56	5.61	8.23	28.13	5.8	11.2	13.47	9.87	5.29	13.28	16.68	6.45	11.71	7.21	2.8	31.16	8.88	8.88	15.96	2	35.76	12.71	9.59	8.35	3.98	46.33	4.72	11.99	40.97	18.64	32.41	22.12	26.54	37.56
NECTIN2	58.71	79.14	153.1	86.08	71.84	68.29	134.41	225.01	85.49	56.51	141.47	139.05	63.5	83.33	121.34	101.53	64.4	128.52	79.02	100.4	95.86	70.54	99.14	80.14	109.75	57.67	119.38	125.21	53.73	111.2	84.95	149.02	142.57	108.56	162.04	113.74	57.9	150.25
NEFL	31.83	23.74	7.35	11.48	8.45	457.43	6.4	45	2.32	2.44	23.58	4.94	5.29	9.66	36.4	1.61	11.71	4.2	16.78	20.77	4.44	6.41	5.88	382.65	1.23	6.84	5.33	14.61	5.57	23.17	9.44	13.7	29.5	3.29	16.2	15.8	14.47	2.5
NEIL1	14.5	63.31	23.4	35.87	27.47	9.35	34.75	67.5	37.52	8.28	43.79	37.02	21.17	35.02	40.95	16.12	16.39	19.22	19.58	27.7	8.88	28.61	26.04	10.02	19.73	4.89	51.16	43.82	17.51	41.7	42.47	29.12	26.22	40.57	29.71	14.22	24.12	32.55
NFAM1	2.12	79.14	8.69	21.52	14.79	4.68	9.14	39.38	3.87	6.82	16.84	10.7	3.02	4.83	15.17	4.83	15.22	5.4	1	48.47	6.21	7.89	10.08	4.01	14.8	3.91	21.32	16.69	21.09	55.6	4.72	6.85	9.83	3.29	8.1	15.8	14.47	25.04
NFATC2	46.68	150.37	230.66	146.34	160.58	107.58	165.5	45	43.33	196.33	138.1	50.19	48.38	105.07	192.62	153.11	137	221	61.54	159.25	238.76	122.34	166.35	96.16	241.69	32.26	120.44	171.12	72.04	152.9	94.38	128.47	139.29	149.14	189.05	181.66	166.46	195.32
NFIL3	50.57	87.06	53.49	71.73	63.39	63.61	85.04	11.25	28.24	49.69	70.73	88.86	47.63	70.05	59.15	23.37	70.25	90.08	35.66	55.39	39.05	59.2	50.41	36.06	65.35	40.08	34.11	91.82	66.07	69.5	42.47	80.51	101.6	63.6	56.72	104.26	60.31	50.08
NFKB1	40.67	63.31	71.54	81.78	78.18	95.42	59.43	101.25	40.62	83.31	74.1	89.68	57.46	71.26	77.35	45.93	58.55	70.26	58.04	72.7	93.2	95.7	68.05	106.18	61.66	66.47	56.49	95.99	76.02	115.83	42.47	87.36	85.21	95.4	89.12	83.72	50.66	62.6
NFKB2	50.22	87.06	186.53	142.03	173.26	109.45	122.53	95.63	95.55	89.15	124.62	121.77	77.11	148.55	197.17	123.29	118.26	239.02	68.53	117.71	229	162.3	124.34	112.19	155.37	78.2	175.87	154.42	37.41	129.73	146.29	179.86	180.26	150.23	245.77	123.22	113.39	185.3
NFKBIA	133.33	506.51	457.3	304.15	316.93	255.38	523.02	106.88	121.08	365.38	360.4	278.92	100.55	510.87	614.26	357.79	398.11	620.97	88.81	366.96	416.28	418.81	480.56	230.39	456.25	156.39	365.6	628.13	131.34	352.13	273.71	477.9	640.73	474.82	456.43	620.82	629.66	676.11
NFKBIE	78.16	87.06	131.71	139.16	86.63	65.48	49.38	517.51	121.85	158.33	40.42	82.28	127.01	53.14	47.02	87.83	40.98	163.95	104.89	100.4	410.95	135.66	49.57	82.14	61.66	70.38	147.09	48	174.33	185.33	42.47	71.94	70.46	32.9	83.72	63.19	50.66	107.68
NGFR	6.72	55.4	572.3	93.25	23.24	80.45	83.21	39.38	32.88	169.05	343.56	81.45	40.07	272.95	136.5	67.69	522.22	51.05	5.59	41.54	226.34	51.8	94.1	84.14	161.54	50.83	20.25	229.55	19.5	83.4	113.26	114.77	57.35	109.66	43.21	55.29	62.72	37.56
NID2	28.65	126.63	393.12	53.08	44.37	40.22	107.9	106.88	29.01	88.18	464.81	74.87	34.78	188.41	201.72	69.3	166.27	44.44	32.87	214.64	208.58	83.86	84.01	36.06	224.43	81.13	57.56	254.59	14.73	352.13	202.93	244.95	249.08	253.31	448.32	94.78	89.26	205.34
NKD1	9.9	31.66	5.35	37.3	40.14	13.1	17.37	11.25	2.32	2.92	23.58	25.51	2.27	20.53	43.98	26.59	8.2	4.2	20.28	6.92	6.21	54.76	21	28.05	13.56	130	4.26	14.61	7.16	4.63	28.32	6.85	14.75	12.06	18.91	23.7	38.6	7.51
NKG7	2.83	435.28	131.71	47.34	48.6	98.22	40.23	213.75	88.97	197.3	60.63	101.2	17.39	115.94	174.42	103.95	134.65	258.24	9.09	415.43	181.96	92.25	195.75	52.09	753.43	83.08	398.64	131.47	119.4	333.6	207.64	169.58	619.42	323.49	478.03	388.6	183.35	813.83
NLRP3	3.18	15.83	37.44	18.65	12.68	6.55	18.29	33.75	7.35	17.05	47.16	11.52	2.27	19.32	21.23	10.48	26.93	14.41	4.9	38.08	14.2	12.33	7.56	4.01	28.36	12.71	13.86	22.95	19.1	37.07	28.32	27.41	24.58	17.55	29.71	39.49	16.89	22.54
NOD2	10.61	47.49	9.36	30.13	63.39	9.35	62.18	11.25	6.58	23.38	13.47	9.05	2.27	28.99	71.28	36.26	19.91	29.43	4.2	65.78	13.31	41.93	41.17	6.01	65.35	5.86	24.52	73.04	9.95	27.8	4.72	77.08	116.35	64.7	67.52	96.36	50.66	35.06
NOS2	2.83	31.66	4.01	17.22	6.34	4.68	6.4	28.13	1.55	1.46	10.1	4.94	6.8	1.21	6.07	2.42	12.88	2.4	2.1	13.85	1.78	2.96	5.04	6.01	1.23	7.82	3.2	8.35	10.35	4.63	4.72	3.43	8.19	2.19	10.8	7.9	4.82	2.5
NOTCH1	137.93	182.03	146.42	109.04	111.98	280.63	222.19	95.63	64.6	151.02	171.78	111.9	151.2	144.93	128.92	176.48	225.98	132.12	74.82	249.26	146.45	119.87	275.57	254.43	205.93	97.75	87.4	116.86	115.02	208.5	80.23	179.86	240.89	220.41	248.47	235.37	241.25	272.95
NOTCH2	541.1	957.62	643.83	351.49	433.14	521.04	610.8	371.26	258.41	410.68	613.02	417.97	324.32	657	556.62	437.56	409.82	315.29	518.88	865.48	554.74	446.44	567.1	512.87	551.2	403.69	368.79	974.54	469.65	597.7	287.87	505.31	481.77	628.34	445.62	567.11	528.34	691.13
NOTCH3	103.62	316.57	606.39	258.24	213.4	158.09	509.31	320.63	36.36	280.12	970.05	300.31	78.62	952.9	638.53	287.68	360.64	106.9	32.87	394.66	253.85	309.79	536.85	200.34	583.26	110.45	69.28	801.33	39.4	254.83	424.73	882.15	632.53	764.32	1118.11	546.57	895.03	678.61
NOX4	6.01	31.66	34.1	27.26	4.23	32.74	10.97	11.25	131.14	30.2	67.36	77.34	6.8	19.32	45.5	12.09	62.06	126.12	2.8	24.23	23.96	12.83	10.92	46.08	22.2	6.84	28.78	50.08	10.75	32.43	9.44	20.55	26.22	18.64	43.21	15.8	21.71	10.02
NPM2	37.84	7.91	4.01	11.48	23.24	1.87	6.4	5.63	21.28	1	16.84	9.05	5.29	6.04	13.65	23.37	5.85	5.4	55.24	6.92	5.33	1.97	7.56	4.01	1.23	7.82	29.84	2.09	11.14	9.27	9.44	1.71	1.64	1.1	2.7	7.9	4.82	2.5
NRAS	189.21	134.54	109.65	133.42	105.64	108.51	79.55	50.63	143.9	97.43	57.26	110.25	108.11	115.94	118.3	126.51	93.67	202.38	186.71	117.71	101.19	121.85	95.78	158.27	104.81	86.02	100.19	112.69	184.28	69.5	51.91	149.02	124.54	103.08	72.92	139.01	67.55	127.71
NT5E	17.33	94.97	411.84	76.04	54.93	1305.88	63.09	50.63	23.98	77.95	269.46	173.6	24.19	198.07	271.49	58.02	69.08	362.73	16.08	128.09	260.06	68.57	120.98	1486.53	166.47	34.21	46.9	388.15	17.11	101.93	103.82	150.74	124.54	130.49	140.44	151.65	67.55	152.75
NUMBL	82.4	47.49	110.31	67.43	50.71	167.44	47.55	123.75	106.38	56.02	127.99	77.34	76.36	111.11	80.38	50.77	51.52	69.66	87.41	69.24	54.14	54.26	77.29	150.26	65.35	49.85	83.14	108.51	74.43	101.93	84.95	65.09	49.16	65.8	59.42	31.59	118.21	60.1
OAS1	128.38	166.2	146.42	84.65	365.53	352.66	155.44	174.38	442.93	155.89	175.15	133.29	43.85	115.94	295.75	243.36	202.57	105.1	28.67	204.25	233.44	173.64	120.14	142.24	281.15	94.81	478.58	135.64	31.04	324.33	75.51	140.46	345.76	280.73	359.2	206.94	164.05	648.56
OAS2	70.02	71.23	82.23	25.82	257.77	43.97	40.23	50.63	368.27	115.95	50.52	81.45	15.88	57.97	150.15	128.93	112.41	130.92	15.38	72.7	128.7	70.54	46.21	38.06	122.08	49.85	324.03	66.78	31.04	106.57	47.19	109.63	208.11	127.2	113.43	97.94	60.31	167.78
OAS3	63.66	47.49	58.17	58.82	109.87	30.87	41.15	33.75	288.2	91.1	64	51.01	13.61	66.42	153.19	102.34	94.84	56.45	17.48	45.01	117.16	108.03	42.01	22.04	97.42	34.21	301.64	43.82	24.28	55.6	42.47	78.79	178.62	123.91	137.74	91.62	77.2	135.22
OGDHL	1.06	55.4	6.02	30.13	14.79	6.55	5.49	16.88	9.28	5.85	20.21	9.05	2.27	3.62	18.2	13.7	19.91	4.8	1.4	6.92	6.21	14.8	3.36	14.02	6.17	6.84	5.33	8.35	25.47	18.53	14.16	5.14	13.11	2.19	8.1	15.8	12.06	7.51
OLFML2B	26.88	71.23	300.19	81.78	40.14	45.84	29.26	33.75	32.11	101.33	286.3	62.53	18.14	266.91	204.75	40.29	254.09	73.87	18.18	141.94	200.6	89.29	89.06	44.08	108.51	74.29	72.48	181.55	51.34	157.53	99.1	308.32	245.8	278.53	415.92	121.64	106.15	127.71
OLR1	1	7.91	8.02	7.17	4.23	12.16	3.66	39.38	16.25	21.92	3.37	4.94	4.54	3.62	3.03	2.42	16.39	18.62	1	17.31	18.64	2.47	1	10.02	6.17	6.84	22.38	2.09	9.55	74.13	9.44	5.14	1.64	4.39	2.7	12.64	2.41	12.52
P2RY13	1.06	150.37	24.74	40.17	25.35	8.42	21.03	39.38	6.96	31.67	40.42	13.16	5.29	32.61	21.23	13.7	24.59	11.41	1.4	69.24	26.63	34.04	25.2	16.03	16.03	12.71	42.64	52.17	14.73	60.23	51.91	25.69	31.14	20.84	40.51	20.54	26.54	55.09
PARP4	528.72	300.74	607.06	342.89	236.64	606.17	217.62	320.63	422.82	397.04	370.5	299.49	205.63	253.62	323.05	308.63	303.26	252.23	683.91	353.12	517.47	381.32	245.32	667.14	276.22	228.73	352.81	254.59	305.27	315.06	212.36	195.27	258.91	311.43	324.09	214.84	214.71	292.98
PC	48.8	47.49	156.45	41.61	59.16	29	206.65	146.25	79.69	32.15	141.47	79.81	24.95	59.18	57.63	46.74	67.91	63.06	86.71	55.39	138.46	30.58	71.41	48.08	103.58	54.74	96.99	62.6	39.4	64.87	132.14	70.23	57.35	82.24	56.72	159.55	24.12	67.61
PCK2	89.12	189.94	104.3	140.6	95.08	130.96	191.1	843.77	47.19	59.43	121.26	51.01	133.81	62.8	104.65	96.7	110.06	73.27	104.89	131.55	121.6	165.75	122.66	144.25	109.75	55.72	144.96	102.25	53.33	208.5	75.51	75.37	129.46	89.92	156.64	83.72	72.37	192.82
PDCD1	1.41	31.66	7.35	17.22	16.9	14.03	6.4	73.13	22.44	15.1	16.84	16.46	6.8	9.66	12.13	8.06	29.27	11.41	1.4	13.85	5.33	10.36	5.04	16.03	16.03	15.64	37.31	2.09	13.13	78.77	9.44	15.42	57.35	18.64	54.01	20.54	53.07	22.54
PDCD1LG2	1.41	102.88	17.38	24.39	29.58	10.29	24.69	22.5	18.96	36.54	43.79	37.85	13.61	45.89	25.78	13.7	31.61	17.42	3.5	55.39	17.75	25.16	26.04	12.02	41.93	12.71	71.41	45.91	9.55	64.87	28.32	61.66	37.69	26.32	29.71	47.39	41.01	70.11
PDE3B	30.06	71.23	200.57	182.2	42.26	27.13	44.8	28.13	134.23	300.1	84.21	46.9	146.66	19.32	31.85	74.14	22.25	17.42	83.92	62.31	284.03	144.54	12.6	34.06	30.83	49.85	96.99	20.87	25.87	41.7	47.19	29.12	49.16	27.41	21.61	18.96	19.3	20.03
PDGFB	20.51	134.54	246.7	123.38	46.48	208.6	112.47	405.01	25.92	71.61	229.04	79.81	21.17	295.89	169.87	112.01	214.27	96.09	33.57	339.27	173.08	74	85.69	150.26	127.01	66.47	73.55	325.54	37.41	152.9	198.21	214.11	127.82	195.19	294.38	139.01	193	255.42
PDGFRB	60.12	696.45	651.19	684.34	228.19	75.77	402.32	90	60.73	554.89	1431.49	338.16	83.92	2008.45	917.6	299.77	745.86	115.91	29.37	941.64	442.91	531.29	568.78	106.18	461.18	502.41	131.1	903.59	73.63	477.23	372.82	1029.46	422.78	832.31	586.06	248.01	1109.74	636.04
PDK1	46.33	102.88	36.1	45.91	137.34	88.87	83.21	45	37.14	57.97	60.63	46.08	40.07	91.79	106.17	94.28	66.74	48.64	28.67	76.16	39.94	82.87	69.73	88.15	60.42	29.32	35.17	60.52	113.83	74.13	61.35	95.92	121.26	69.08	97.23	80.56	207.47	82.64
PDZK1IP1	35.01	23.74	4.68	68.86	192.27	14.97	198.42	16.88	5.03	45.31	16.84	8.23	5.29	44.69	262.39	70.91	29.27	22.82	2.1	24.23	3.55	57.22	194.07	34.06	268.82	1.95	6.4	233.72	11.94	13.9	14.16	296.33	258.91	268.66	218.76	402.82	113.39	145.24
PECAM1	30.06	316.57	528.17	200.85	150.01	70.16	256.94	28.13	64.99	427.25	1162.03	337.34	61.99	595.41	348.84	239.33	255.26	85.88	32.87	688.92	118.05	253.06	247.84	60.1	363.77	175.94	204.65	838.9	31.44	472.6	401.13	527.58	521.1	521.97	307.89	270.13	303.97	423.19
PF4	1.77	23.74	8.02	11.48	6.34	1	4.57	22.5	1	3.41	20.21	3.29	1.51	1.21	3.03	2.42	5.85	1	2.8	3.46	3.55	3.95	5.04	4.01	4.93	5.86	2.13	12.52	1.99	9.27	14.16	6.85	4.92	3.29	10.8	6.32	4.82	2.5
PFKFB3	115.29	522.34	230.66	219.5	302.14	353.6	394.1	61.88	196.13	339.07	825.21	394.11	195.8	184.78	382.21	224.83	262.28	292.47	116.08	678.54	306.22	217.55	195.75	360.61	220.73	477	203.58	137.73	404.37	375.3	420.01	292.91	435.89	331.17	224.16	213.26	301.56	488.3
PFKM	216.44	102.88	145.08	229.55	240.87	169.32	85.95	28.13	338.87	332.25	121.26	169.49	256.28	83.33	84.93	254.64	213.1	208.99	244.05	58.85	224.56	202.25	87.38	164.28	113.45	831.82	215.31	87.65	260.3	50.97	2647.46	71.94	60.63	83.34	72.92	115.32	79.61	55.09
PGPEP1	41.73	110.8	40.78	41.61	35.92	39.29	22.86	67.5	69.63	74.54	60.63	49.37	151.2	44.69	25.78	33.84	55.03	37.23	41.96	72.7	58.58	36.01	18.48	38.06	27.13	20.53	57.56	37.56	47.36	74.13	47.19	29.12	13.11	17.55	29.71	25.28	36.19	45.07
PHGDH	407.06	110.8	256.73	87.51	209.17	31.81	348.38	16.88	447.19	249.43	245.88	234.49	1366.84	167.87	401.92	412.58	213.1	419.18	411.19	100.4	267.16	210.64	388.99	32.05	485.84	18.57	290.98	327.63	4.78	50.97	188.77	310.04	473.58	418.9	478.03	704.54	398.06	200.33
PIK3CA	27.94	63.31	66.86	65.99	63.39	79.51	52.12	22.5	70.79	72.59	87.57	73.23	85.43	92.99	107.68	67.69	77.28	71.47	37.06	55.39	50.59	72.02	65.53	66.11	67.82	78.2	79.94	85.56	89.95	32.43	75.51	101.06	88.49	103.08	78.32	67.93	57.9	65.11
PIK3CD	170.82	166.2	62.18	170.73	139.45	13.1	45.72	90	355.89	60.41	74.1	142.34	45.36	43.48	62.18	77.36	99.53	90.08	190.91	135.02	42.6	144.04	52.93	14.02	97.42	151.51	349.61	45.91	62.88	148.27	70.79	66.8	95.04	53.73	64.82	66.35	79.61	167.78
PIK3CG	3.18	158.28	76.22	58.82	35.92	13.1	39.32	90	19.34	101.33	53.89	31.27	10.58	51.93	56.12	28.2	65.57	43.24	6.29	162.71	49.71	70.54	44.53	36.06	80.15	39.1	81.01	45.91	26.67	92.67	51.91	59.95	80.3	57.02	72.92	48.97	62.72	112.68
PIK3R1	106.8	205.77	280.8	123.38	137.34	56.13	277.97	33.75	69.63	170.02	148.2	145.63	92.23	246.38	236.6	243.36	268.14	108.1	113.29	207.72	56.81	107.54	229.36	62.11	260.19	104.59	78.88	198.25	133.33	115.83	278.43	196.98	144.2	232.48	121.53	186.4	296.74	117.69
PIK3R2	306.27	71.23	191.21	208.03	200.72	218.89	177.39	635.64	276.2	122.28	165.04	205.69	244.19	221.01	301.82	178.09	132.31	272.05	328.67	211.18	219.23	200.77	234.4	326.56	260.19	156.39	206.78	196.16	169.95	222.4	169.89	291.19	285.13	308.14	345.7	260.65	212.3	297.99
PIK3R3	21.22	23.74	104.97	51.65	48.6	23.39	84.12	45	59.19	85.25	97.68	42.78	11.34	89.37	69.77	92.67	49.18	37.83	30.77	34.62	78.11	36.5	58.81	28.05	78.92	25.41	89.53	146.08	14.33	27.8	51.91	56.53	37.69	55.93	54.01	63.19	28.95	50.08
PIK3R5	6.01	197.85	44.13	71.73	25.35	22.45	27.43	56.25	30.56	64.79	70.73	41.96	9.07	74.88	47.02	22.56	88.99	26.42	7.69	342.73	42.6	51.8	42.01	22.04	53.02	80.15	82.07	75.12	16.32	287.26	51.91	47.96	49.16	59.22	43.21	60.03	67.55	222.87
PITX2	7.43	87.06	10.03	38.74	35.92	7.48	21.94	33.75	3.09	5.85	33.68	8.23	17.39	13.28	30.33	8.86	60.89	10.21	11.19	31.16	14.2	9.87	11.76	14.02	12.33	15.64	8.53	48	18.71	50.97	132.14	15.42	32.77	7.68	18.91	28.43	36.19	22.54
PKM	1094.22	546.08	970.1	905.28	1202.23	1123.47	512.96	804.39	1220.87	1554.07	323.35	926.44	628.99	690.82	979.78	1174.09	645.17	1120.62	1323.77	848.17	1579.02	857.85	530.13	1206.05	806.45	381.21	1193.78	532.13	681.39	773.76	2033.97	974.65	1060.23	670.01	907.45	1502.28	525.92	1031.69
PKMYT1	87	23.74	19.39	40.17	48.6	58	10.97	118.13	34.82	27.28	13.47	20.57	27.22	6.04	47.02	33.04	17.56	54.05	108.39	3.46	18.64	24.67	31.93	78.13	48.09	51.81	20.25	29.22	39	18.53	4.72	5.14	31.14	19.74	32.41	74.25	19.3	32.55
PLA1A	5.66	31.66	30.75	40.17	31.69	41.16	16.46	45	2775.57	2809.03	37.05	78.99	5.29	14.49	6.07	113.62	17.56	34.83	88.81	10.39	86.98	36.5	6.72	22.04	38.23	471.13	1633.99	18.78	2613.3	13.9	42.47	22.27	18.03	1.1	5.4	20.54	24.12	7.51
PLA2G2A	1	102.88	3186.41	90.38	27.47	39.29	54.86	11.25	1	390.22	2913.51	23.04	6.8	636.47	464.11	4.03	63.23	42.04	1	83.09	226.34	38.48	13.44	24.04	50.56	48.87	70.35	3578.87	3.98	27.8	113.26	191.85	18.03	33.99	40.51	47.39	41.01	87.64
PLA2G7	8.49	379.88	29.42	48.78	48.6	10.29	61.26	1456.91	63.83	37.51	37.05	81.45	3.78	13.28	51.57	40.29	30.44	14.41	20.28	747.78	46.15	50.32	34.45	8.01	36.99	174.96	295.25	29.22	27.06	1074.93	51.91	23.98	109.79	41.67	56.72	101.1	14.47	891.46
PLAU	22.99	308.65	307.54	104.73	111.98	65.48	78.64	551.26	45.65	244.56	400.82	59.24	19.66	207.73	229.02	84.61	189.69	111.1	5.59	709.7	173.97	115.93	94.94	98.17	114.68	107.52	189.73	323.45	31.84	1524.36	94.38	294.62	294.96	172.16	243.07	265.39	132.69	400.66
PLBD1	33.24	166.2	125.02	43.04	192.27	12.16	113.38	112.5	34.82	167.59	74.1	56.77	13.61	82.13	303.34	66.88	53.86	39.04	6.99	308.11	131.36	74	65.53	26.04	114.68	65.49	187.59	164.86	13.13	301.16	61.35	234.67	342.49	187.52	178.25	184.82	120.62	142.73
PLCB4	4.6	55.4	81.57	104.73	19.02	15.9	61.26	11.25	67.7	42.87	94.31	68.29	9.07	39.85	45.5	22.56	52.69	5.4	10.49	6.92	93.2	74.49	26.04	34.06	33.29	9.77	69.28	35.48	15.92	37.07	28.32	17.13	22.94	35.09	29.71	26.85	31.36	17.53
PMS2	137.22	63.31	74.88	107.6	80.29	65.48	62.18	45	96.71	72.59	67.36	71.58	127.01	61.59	53.08	84.61	52.69	49.85	145.45	62.31	64.79	96.19	53.77	68.12	61.66	72.33	77.81	91.82	88.36	37.07	61.35	41.11	75.38	65.8	62.12	58.45	118.21	85.14
PNOC	2.48	47.49	5.35	14.35	2.11	5.61	5.49	11.25	5.03	5.85	6.74	3.29	3.78	6.04	15.17	2.42	15.22	7.81	2.1	10.39	8.88	8.39	2.52	2	8.63	7.82	9.59	12.52	8.76	23.17	18.88	1.71	13.11	8.77	16.2	1.58	9.65	10.02
POLD1	29.71	15.83	16.71	24.39	35.92	29.93	16.46	101.25	33.66	19	13.47	16.46	27.97	15.7	9.1	24.17	21.08	21.02	31.47	31.16	14.2	16.28	17.64	30.05	12.33	20.53	34.11	10.43	19.9	41.7	23.6	20.55	24.58	25.22	27.01	26.85	28.95	30.05
PPARG	4.24	39.57	75.55	25.82	6.34	8.42	96.92	61.88	6.96	14.13	117.89	13.99	12.1	31.4	21.23	14.5	9.37	6.01	2.8	48.47	9.76	14.31	35.29	2	60.42	19.55	20.25	37.56	13.93	27.8	61.35	8.56	13.11	44.96	16.2	23.7	21.71	25.04
PPARGC1A	29	55.4	15.38	24.39	8.45	7.48	119.78	5.63	27.47	81.36	50.52	176.07	87.7	33.82	31.85	71.72	14.05	21.02	15.38	17.31	15.09	23.68	46.21	12.02	20.96	92.86	20.25	29.22	21.09	37.07	235.96	20.55	27.86	36.19	10.8	45.81	19.3	7.51
PPARGC1B	37.49	31.66	25.41	43.04	61.27	31.81	72.24	213.75	35.59	24.36	53.89	38.67	65.02	37.44	34.88	33.04	38.64	38.44	40.56	51.93	16.86	19.73	62.17	50.09	82.62	15.64	41.57	75.12	39.4	134.37	103.82	23.98	29.5	49.35	40.51	48.97	38.6	72.62
PPP3CA	34.3	71.23	76.89	81.78	78.18	158.09	117.04	16.88	45.65	73.08	121.26	124.24	65.02	152.17	110.72	67.69	63.23	52.25	39.86	117.71	71.89	92.25	115.94	142.24	83.85	48.87	42.64	123.12	91.94	64.87	113.26	145.6	106.51	118.43	81.02	123.22	96.5	45.07
PRF1	4.95	150.37	45.46	68.86	40.14	45.84	20.12	118.13	52.22	63.82	57.26	55.95	16.63	59.18	68.25	34.65	51.52	67.86	2.8	107.32	38.17	35.02	68.89	42.07	193.6	20.53	162.01	100.17	54.53	231.67	37.75	78.79	340.85	63.6	137.74	124.8	89.26	215.35
PRKAA2	2.12	71.23	6.02	10.04	12.68	21.52	17.37	33.75	4.26	1.95	40.42	23.04	24.19	18.12	25.78	4.83	11.71	7.21	4.9	20.77	3.55	12.33	25.2	38.06	13.56	7.82	8.53	29.22	5.97	60.23	278.43	13.7	16.39	18.64	10.8	17.38	21.71	12.52
PRKACB	19.1	229.51	109.65	74.6	44.37	206.73	53.03	11.25	110.64	599.71	84.21	57.59	281.23	61.59	45.5	75.75	66.74	44.44	27.97	141.94	197.93	80.41	54.61	208.35	76.45	73.31	110.85	68.86	182.68	50.97	75.51	47.96	72.1	43.86	45.91	37.91	43.42	75.12
